""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000036398"	1832.77932331884	-0.782454133314357	0.308638488671734	-2.53518003111586	0.011238954951023	0.114752252641904
"ENSMUSG00000039220"	4024.4825649056	0.823506435177156	0.333374231044082	2.47021622696526	0.0135031405122507	0.127196041264992
"ENSMUSG00000025899"	2724.44610554201	0.0794293581147975	0.237588418089241	0.334314941585085	0.738141916698309	0.903051695118617
"ENSMUSG00000042831"	252.922651064053	-0.238421246881913	0.462803216938568	-0.515167652591231	0.606435870972347	0.837733253533912
"ENSMUSG00000034595"	1565.36213900149	-0.438626629032045	0.291851918463252	-1.50290815747122	0.132862729151825	0.424096486348066
"ENSMUSG00000039754"	383.316088071404	-1.33290874420056	0.324362595474117	-4.10931705072918	3.968309490108e-05	0.00221652131186366
"ENSMUSG00000042650"	5245.34859922848	0.21673194645906	0.255266892919629	0.849040562918977	0.395858721745008	0.700944626351587
"ENSMUSG00000044339"	567.160131755304	0.00731593239409105	0.37073581935397	0.0197335461322284	0.984255930041675	0.996881375484117
"ENSMUSG00000040174"	679.948667082875	-0.0811896363482159	0.341907761468699	-0.237460641429893	0.812299449632972	0.935922377562446
"ENSMUSG00000079036"	1483.73810423178	-0.288057397155479	0.382641679064174	-0.752812390589494	0.4515626599612	0.741829873454409
"ENSMUSG00000029729"	236.589913109338	-0.056114539409256	0.367486858025314	-0.152698084798969	0.878636371162244	0.962531243181413
"ENSMUSG00000021327"	564.247815592561	0.0595051560063138	0.274893461056103	0.216466247606266	0.828624331960966	0.943629355153917
"ENSMUSG00000030757"	54.410948345627	-0.0468679429354733	0.605986437977411	-0.0773415706990136	0.938351821291167	0.981977920816882
"ENSMUSG00000055991"	1137.84003110452	-0.0244518722469868	0.321279889821693	-0.0761076961914964	0.939333417227166	0.982057525048917
"ENSMUSG00000054931"	42.6349649716311	-0.648375617558409	0.58697955159176	-1.10459660102325	0.269334424552486	0.589868204571019
"ENSMUSG00000063488"	96.7624533402216	-0.108781183364467	0.526137970102836	-0.206754101672618	0.836201903117645	0.946611687503168
"ENSMUSG00000018347"	382.270563869855	-0.146059557122054	0.419662829225314	-0.348040252675407	0.727809953757176	0.898502121202683
"ENSMUSG00000063894"	445.907233366554	-0.497003287314166	0.428091138966136	-1.16097541405425	0.245651897968491	0.56942457320363
"ENSMUSG00000074882"	0.137456791387019	1.41898371778769	4.56049316871671	0.311146988997022	0.755688880706308	NA
