ensg	ivd ESCs (cardio)	ivd cardiomyocytes	ivd ESCs (mneu)	ivd motor neurons	ivd ESCs (ra)	ivd retinoic acid
ENSMUSG00000096916	1015.0	301.0	1439.5	366.5	1388.0	369.5
ENSMUSG00000005470	839.0	183.0	703.0	296.0	834.5	286.0
ENSMUSG00000040746	2017.0	2099.0	1399.5	1144.5	1888.0	1185.0
ENSMUSG00000041817	3341.0	1376.0	3062.0	1032.0	2637.0	1707.0
ENSMUSG00000021143	1225.0	1115.0	1460.0	4505.5	919.0	1882.5
ENSMUSG00000025521	431.0	394.0	769.0	147.5	537.0	297.5
ENSMUSG00000025384	553.0	507.0	399.0	677.0	549.5	380.5
ENSMUSG00000038886	609.0	4506.0	152.5	1644.0	280.0	1101.5
ENSMUSG00000041570	1033.0	2035.0	717.0	3774.0	1067.0	2097.0
ENSMUSG00000044617	730.0	927.0	492.5	757.5	816.5	1027.0
ENSMUSG00000024780	1282.0	313.0	477.0	719.5	1191.5	462.5
ENSMUSG00000029405	18074.0	4922.0	12865.0	9835.5	21697.0	9025.0
ENSMUSG00000022106	204.0	2656.0	2598.5	3117.5	198.0	1146.5
ENSMUSG00000015790	753.0	634.0	724.5	585.0	247.5	417.5
ENSMUSG00000033128	1648.0	1514.0	1250.5	1371.0	1423.5	1295.0
ENSMUSG00000033628	1409.0	984.0	576.0	547.5	1330.0	589.0
ENSMUSG00000025289	1638.0	3379.0	6162.5	2706.5	1752.5	2776.5
ENSMUSG00000006378	2742.0	142.0	2834.5	835.0	1301.5	306.0
ENSMUSG00000025776	245.0	415.0	278.0	136.5	141.5	139.5
ENSMUSG00000022498	353.0	216.0	633.5	572.0	599.5	1321.0
ENSMUSG00000090744	639.0	80.0	1074.5	120.0	947.0	262.5
ENSMUSG00000009076	270.0	110.0	646.5	432.0	233.0	111.0
ENSMUSG00000066900	2973.0	1624.0	3286.0	3136.0	2422.0	1574.0
ENSMUSG00000012429	362.0	382.0	1607.5	681.0	335.0	264.0
ENSMUSG00000038784	1268.0	967.0	1468.0	1247.0	1263.0	1134.0
ENSMUSG00000011427	178.0	448.0	142.0	420.0	160.5	180.5
ENSMUSG00000027942	666.0	1302.0	2826.0	3452.0	1129.0	1384.5
ENSMUSG00000060181	408.0	142.0	437.0	779.5	482.0	1099.5
ENSMUSG00000021500	4355.0	1968.0	5192.0	3711.0	5526.0	5347.0
ENSMUSG00000033703	983.0	335.0	414.5	149.0	575.5	590.0
ENSMUSG00000030720	444.0	337.0	494.0	126.5	307.5	303.5
ENSMUSG00000075229	1031.0	714.0	2590.5	247.5	936.0	327.0
ENSMUSG00000030002	1712.0	1752.0	1280.0	1429.5	1843.0	1908.0
ENSMUSG00000021794	13989.0	3508.0	5664.5	4637.5	10725.0	7855.0
ENSMUSG00000005148	3464.0	73.0	210.5	51.0	3767.5	1410.5
ENSMUSG00000029480	1542.0	171.0	1548.0	400.0	2806.0	990.0
ENSMUSG00000024892	1378.0	603.0	574.5	260.0	651.0	487.0
ENSMUSG00000004113	91.0	27.0	418.5	1594.5	121.0	111.0
ENSMUSG00000002844	3961.0	2159.0	1469.0	2683.0	1611.5	1773.5
ENSMUSG00000031626	25.0	4327.0	88.0	1375.0	62.0	290.0
ENSMUSG00000017802	1066.0	2948.0	1483.5	2582.0	1202.0	1521.5
ENSMUSG00000027238	199.0	57.0	326.5	476.0	120.5	64.5
ENSMUSG00000024889	521.0	312.0	767.0	387.0	722.5	448.5
ENSMUSG00000035139	412.0	183.0	502.5	379.0	824.0	409.0
ENSMUSG00000026096	698.0	608.0	1183.5	743.5	566.5	563.5
ENSMUSG00000034981	97.0	775.0	68.5	49.5	111.0	1891.0
ENSMUSG00000030291	23646.0	25081.0	49379.0	34229.5	25081.0	18829.0
ENSMUSG00000041859	11680.0	3631.0	7888.0	1579.0	15577.0	4826.0
ENSMUSG00000034560	2861.0	2874.0	2094.5	1225.5	2145.5	2635.5
ENSMUSG00000032966	4748.0	8016.0	9679.0	8500.0	4863.0	8073.5
ENSMUSG00000033629	731.0	912.0	1359.0	4465.0	682.5	989.5
ENSMUSG00000032381	805.0	1247.0	1292.0	1082.0	678.0	753.0
ENSMUSG00000020982	1572.0	1006.0	2264.5	1979.0	1743.0	1501.5
ENSMUSG00000040118	569.0	1196.0	364.0	2962.0	489.5	758.5
ENSMUSG00000048271	1979.0	3408.0	1968.5	1901.5	3515.0	2900.5
ENSMUSG00000025050	1429.0	118.0	1497.5	481.0	1422.0	437.5
ENSMUSG00000047749	671.0	3393.0	491.5	1217.0	208.5	1839.5
ENSMUSG00000028140	1195.0	1055.0	1689.5	1090.0	1449.5	749.0
ENSMUSG00000033379	2589.0	1935.0	2221.5	2768.5	1475.5	2497.0
ENSMUSG00000047368	540.0	407.0	573.0	813.0	1034.0	573.5
ENSMUSG00000039419	368.0	128.0	761.0	819.0	267.5	214.5
ENSMUSG00000032279	4132.0	2629.0	3704.5	1693.0	3471.5	1294.5
ENSMUSG00000038546	1071.0	1890.0	685.5	1008.5	1257.5	1277.0
ENSMUSG00000036061	541.0	476.0	321.5	4265.5	201.0	272.0
ENSMUSG00000020190	1722.0	3443.0	2905.5	3241.5	2287.0	3585.5
ENSMUSG00000096449	4726.0	1792.0	20452.5	22282.5	23.5	22.5
ENSMUSG00000042447	1006.0	958.0	877.5	989.5	870.5	878.5
ENSMUSG00000023945	0.0	101.0	139.0	855.5	49.0	272.0
ENSMUSG00000068220	1362.0	6286.0	2808.5	1482.5	801.0	7232.5
ENSMUSG00000062627	1472.0	933.0	1310.0	1239.5	2262.5	1739.5
ENSMUSG00000034522	429.0	3764.0	385.5	236.0	412.0	1384.0
ENSMUSG00000024140	542.0	744.0	75.0	20.5	1970.0	13773.5
ENSMUSG00000056076	9904.0	4441.0	10990.5	5846.0	12532.0	9971.0
ENSMUSG00000033578	10.0	27.0	85.0	2650.5	6.0	20.0
ENSMUSG00000040455	1205.0	802.0	631.5	352.5	788.0	604.5
ENSMUSG00000054115	1085.0	1038.0	1188.5	752.0	1720.0	987.0
ENSMUSG00000023972	3143.0	7083.0	7808.5	920.0	3326.0	6931.0
ENSMUSG00000037475	3646.0	3326.0	2921.5	4562.5	2649.0	2798.5
ENSMUSG00000022490	269.0	446.0	788.0	298.0	285.5	26.0
ENSMUSG00000021428	996.0	478.0	1177.5	919.5	1027.0	683.5
ENSMUSG00000067702	808.0	23.0	111.0	1.0	1282.0	79.5
ENSMUSG00000021678	1313.0	81.0	1989.0	19.0	2786.0	355.0
ENSMUSG00000010290	756.0	1058.0	532.0	596.5	486.5	412.0
ENSMUSG00000021258	1749.0	1499.0	2389.5	1261.0	2499.0	1612.5
ENSMUSG00000047466	962.0	601.0	758.5	252.0	1204.0	677.0
ENSMUSG00000074909	532.0	548.0	351.5	2095.0	505.5	402.5
ENSMUSG00000032741	956.0	3120.0	556.5	190.0	653.5	2300.5
ENSMUSG00000079442	141.0	600.0	81.0	106.5	94.5	82.5
ENSMUSG00000020594	7224.0	9172.0	6382.5	7713.5	6120.5	7661.0
ENSMUSG00000046223	500.0	42.0	87.0	9.0	922.0	1423.0
ENSMUSG00000023909	29.0	20.0	180.5	1177.0	18.0	67.5
ENSMUSG00000021391	480.0	189.0	888.5	205.0	483.5	196.0
ENSMUSG00000027639	1161.0	858.0	2004.0	552.5	1305.0	1316.5
ENSMUSG00000034442	728.0	238.0	1835.5	402.0	559.0	330.5
ENSMUSG00000004771	1250.0	3164.0	2010.0	5355.5	1101.0	3891.0
ENSMUSG00000025982	18084.0	25089.0	9737.5	18349.0	18084.0	21711.0
ENSMUSG00000049107	1.0	78.0	32.5	579.5	2.0	12.5
ENSMUSG00000010095	8990.0	2811.0	7165.5	3556.0	3966.0	3677.5
ENSMUSG00000040618	2099.0	737.0	1803.5	111.5	747.5	253.5
ENSMUSG00000005892	1957.0	6.0	15108.0	8.0	8883.5	29.0
ENSMUSG00000019849	1878.0	1264.0	2193.0	2157.0	1307.5	1508.0
ENSMUSG00000022822	5012.0	1091.0	1061.5	2205.0	2396.5	4163.0
ENSMUSG00000020186	3191.0	12251.0	2056.0	1564.0	3324.0	2146.5
ENSMUSG00000036155	257.0	523.0	184.0	1410.0	440.0	580.0
ENSMUSG00000059263	2994.0	9942.0	3683.5	6947.5	2793.5	7912.5
ENSMUSG00000003308	558.0	788.0	507.5	1132.0	635.5	1124.5
ENSMUSG00000021690	815.0	2004.0	537.0	541.0	1372.5	1411.0
ENSMUSG00000028953	6331.0	1144.0	7235.0	3380.5	6898.0	3513.5
ENSMUSG00000004936	3381.0	4275.0	1351.5	763.0	3375.0	3085.5
ENSMUSG00000068798	1292.0	1373.0	2143.0	1651.5	1415.5	1527.5
ENSMUSG00000067336	1206.0	6772.0	830.5	2064.0	1196.0	4077.0
ENSMUSG00000046791	776.0	185.0	582.0	151.5	1150.0	302.0
ENSMUSG00000020894	687.0	1007.0	238.0	2881.0	608.0	641.0
ENSMUSG00000026384	1110.0	1488.0	946.5	2017.0	1550.5	1392.0
ENSMUSG00000022199	52.0	909.0	238.0	2400.5	62.0	599.0
ENSMUSG00000061603	4.0	613.0	40.0	4789.0	9.0	27.5
ENSMUSG00000002393	634.0	383.0	1983.5	1701.5	873.5	1055.5
ENSMUSG00000093904	11965.0	8701.0	19038.0	7846.0	10468.5	7884.5
ENSMUSG00000036442	1316.0	1707.0	1581.0	906.5	1413.0	1072.5
ENSMUSG00000032116	7602.0	7711.0	5863.5	1829.0	6478.5	10542.0
ENSMUSG00000022723	217.0	2077.0	210.5	95.0	211.5	688.5
ENSMUSG00000022177	364.0	169.0	714.5	332.5	1129.0	471.5
ENSMUSG00000022231	74.0	227.0	173.5	455.0	30.0	129.5
ENSMUSG00000025354	1341.0	2053.0	1496.5	1829.5	930.0	1295.0
ENSMUSG00000031987	326.0	5750.0	439.0	1439.5	838.0	2114.0
ENSMUSG00000031753	2644.0	2145.0	1773.0	1493.5	1725.5	1254.0
ENSMUSG00000030059	563.0	764.0	390.0	749.5	995.5	1455.5
ENSMUSG00000028991	3151.0	1735.0	1880.0	2453.5	3151.0	2642.5
ENSMUSG00000052456	6406.0	1346.0	9931.0	3947.0	4911.0	3240.0
ENSMUSG00000034189	462.0	939.0	321.5	1761.5	592.0	1570.0
ENSMUSG00000021076	1325.0	1789.0	2948.0	4781.0	1520.0	1382.5
ENSMUSG00000024462	2593.0	983.0	287.5	6963.5	1391.5	678.5
ENSMUSG00000020392	1767.0	1190.0	3488.0	2475.5	1811.0	701.5
ENSMUSG00000009075	103.0	2.0	727.5	50.0	37.0	5.0
ENSMUSG00000028137	2.0	16.0	39.0	4350.5	0.0	1.5
ENSMUSG00000044149	548.0	152.0	590.0	423.5	1036.5	385.5
ENSMUSG00000037742	107864.0	107864.0	107864.0	107864.0	107864.0	107864.0
ENSMUSG00000038000	624.0	548.0	599.5	885.5	636.0	488.5
ENSMUSG00000026771	1296.0	810.0	1492.0	1189.0	1116.5	1020.5
ENSMUSG00000024782	433.0	2172.0	640.5	1483.0	348.5	1408.5
ENSMUSG00000079555	1046.0	708.0	1935.0	621.0	1643.0	1108.0
ENSMUSG00000025369	1161.0	2837.0	718.0	7295.5	348.0	1707.0
ENSMUSG00000004558	450.0	6924.0	68.5	75.0	1119.5	18.5
ENSMUSG00000034254	1805.0	2402.0	1797.0	3210.5	1267.0	1737.0
ENSMUSG00000008450	3999.0	2956.0	10724.0	5951.0	4931.5	4062.5
ENSMUSG00000059439	1206.0	527.0	642.5	534.0	1038.0	470.0
ENSMUSG00000020834	150.0	87.0	312.0	402.0	273.5	381.0
ENSMUSG00000003153	35463.0	25030.0	9137.5	453.5	41905.0	35463.0
ENSMUSG00000001576	2727.0	4660.0	2318.0	2414.0	2469.0	3524.0
ENSMUSG00000009628	570.0	451.0	846.0	105.0	863.0	710.5
ENSMUSG00000087299	343.0	54.0	6180.0	294.0	1757.5	373.5
ENSMUSG00000033790	899.0	652.0	833.0	708.0	751.5	712.5
ENSMUSG00000003135	1190.0	570.0	1473.0	693.5	2144.0	1003.5
ENSMUSG00000033862	756.0	247.0	461.0	320.0	241.5	218.0
ENSMUSG00000035493	549.0	11953.0	88.0	20.0	260.0	2245.5
ENSMUSG00000046157	97.0	29.0	294.0	1370.0	105.5	83.0
ENSMUSG00000019917	698.0	896.0	353.0	190.0	375.0	379.5
ENSMUSG00000055900	387.0	160.0	1217.0	404.0	321.5	157.5
ENSMUSG00000021916	273.0	750.0	317.0	747.0	155.5	519.5
ENSMUSG00000036748	2937.0	756.0	3314.5	3496.5	1479.0	1128.5
ENSMUSG00000067942	581.0	662.0	639.5	915.0	751.5	621.5
ENSMUSG00000005683	8110.0	10712.0	8038.0	10844.0	8261.0	9456.5
ENSMUSG00000071722	419.0	555.0	282.5	318.5	344.0	530.0
ENSMUSG00000079111	1259.0	3900.0	1658.0	1331.5	2068.0	5187.5
ENSMUSG00000032387	3922.0	1550.0	7940.0	156.5	4691.5	998.0
ENSMUSG00000020561	1483.0	787.0	2237.0	911.0	1827.5	901.5
ENSMUSG00000022808	1787.0	2340.0	1727.0	1337.5	2039.5	3030.0
ENSMUSG00000060675	401.0	296.0	494.0	26.0	426.5	114.5
ENSMUSG00000028467	426.0	503.0	598.0	1387.0	367.5	672.5
ENSMUSG00000039385	19.0	330.0	52.5	429.0	26.5	1092.5
ENSMUSG00000035107	818.0	4296.0	821.5	880.5	980.5	4660.5
ENSMUSG00000032905	1251.0	2268.0	929.5	2326.5	1357.0	1124.0
ENSMUSG00000029651	273.0	1930.0	379.0	704.0	188.0	239.5
ENSMUSG00000056268	672.0	365.0	434.0	585.5	688.0	769.5
ENSMUSG00000041846	2736.0	1577.0	2760.5	1599.0	5913.5	3877.0
ENSMUSG00000020926	52.0	437.0	109.5	1409.0	20.5	36.0
ENSMUSG00000047454	750.0	1046.0	779.5	1586.0	594.5	682.0
ENSMUSG00000006740	8335.0	11393.0	5829.0	7312.0	10176.0	12005.0
ENSMUSG00000022629	205.0	565.0	666.5	3934.5	188.5	552.5
ENSMUSG00000070565	1092.0	1186.0	920.0	2544.0	941.5	952.0
ENSMUSG00000000531	1576.0	345.0	64.5	38.5	328.5	238.5
ENSMUSG00000024104	3966.0	2071.0	2697.5	3334.5	2730.5	5132.0
ENSMUSG00000020312	169.0	327.0	410.5	3120.5	51.5	462.5
ENSMUSG00000021395	3064.0	3774.0	2344.0	6604.0	6322.0	4292.5
ENSMUSG00000043065	765.0	756.0	330.5	166.0	248.5	272.0
ENSMUSG00000033597	42.0	99.0	39.0	719.0	18.5	52.5
ENSMUSG00000037017	823.0	982.0	1398.0	3150.5	578.5	666.0
ENSMUSG00000051675	444.0	1309.0	591.0	1606.0	292.0	682.5
ENSMUSG00000029434	1173.0	808.0	1185.5	2225.5	1300.0	1107.0
ENSMUSG00000027546	1288.0	1184.0	141.5	3762.5	1287.0	1352.0
ENSMUSG00000059981	2328.0	2328.0	1961.0	3893.0	1972.0	1798.5
ENSMUSG00000005575	2103.0	2199.0	3662.5	4263.5	2407.0	2641.0
ENSMUSG00000025066	2751.0	3002.0	3926.0	2104.5	3425.0	2331.0
ENSMUSG00000022681	915.0	881.0	2125.5	1748.0	958.0	596.0
ENSMUSG00000040040	218.0	159.0	354.5	463.0	264.0	214.5
ENSMUSG00000032898	1806.0	3551.0	1993.5	3037.0	2328.5	2490.0
ENSMUSG00000031540	2589.0	2799.0	1220.0	2027.0	1934.0	2242.5
ENSMUSG00000023505	2546.0	1971.0	4278.5	1749.0	3039.0	1744.0
ENSMUSG00000057531	278.0	303.0	787.0	474.0	343.0	505.0
ENSMUSG00000048540	0.0	0.0	19.0	4836.5	0.0	11.0
ENSMUSG00000027881	1726.0	1815.0	1371.5	1665.5	2680.0	2195.0
ENSMUSG00000034190	1634.0	1824.0	1224.5	2518.0	1677.0	1386.0
ENSMUSG00000061601	288.0	230.0	354.5	1382.0	184.5	347.0
ENSMUSG00000029484	91.0	398.0	208.5	18.5	88.5	3327.5
ENSMUSG00000021671	686.0	306.0	441.0	543.0	683.5	312.5
ENSMUSG00000001962	1363.0	848.0	732.5	454.0	1179.0	1120.5
ENSMUSG00000051065	729.0	706.0	582.0	2193.0	642.0	1013.5
ENSMUSG00000031865	3959.0	4141.0	2750.0	8863.5	3446.0	5387.5
ENSMUSG00000038023	743.0	204.0	403.0	439.5	763.5	776.0
ENSMUSG00000046865	5341.0	2151.0	4481.0	1561.5	9340.0	4584.0
ENSMUSG00000035597	850.0	1070.0	998.0	1200.5	2219.5	1895.0
ENSMUSG00000019923	3978.0	5239.0	5331.5	15981.0	3195.0	6221.0
ENSMUSG00000022195	1752.0	785.0	727.5	691.5	1599.0	788.5
ENSMUSG00000053470	7178.0	3906.0	1646.0	2105.5	11168.0	2613.0
ENSMUSG00000056602	363.0	2742.0	38.5	1606.5	404.0	260.5
ENSMUSG00000020198	4270.0	2527.0	2956.0	3589.5	4386.0	6641.5
ENSMUSG00000020546	352.0	668.0	401.0	728.5	286.5	575.0
ENSMUSG00000038102	2010.0	955.0	897.5	1093.0	1499.0	1141.0
ENSMUSG00000073542	688.0	626.0	879.5	379.0	609.5	463.5
ENSMUSG00000003062	899.0	551.0	1180.5	1852.0	661.5	492.5
ENSMUSG00000020451	3043.0	4401.0	1148.0	5159.5	3423.5	6551.0
ENSMUSG00000026082	1605.0	795.0	1735.5	1028.5	2576.0	2820.5
ENSMUSG00000063550	3825.0	1841.0	3315.5	962.5	5388.5	3781.5
ENSMUSG00000026641	2559.0	1543.0	2254.0	2689.0	2648.5	1498.5
ENSMUSG00000042997	441.0	1654.0	207.0	286.5	248.0	910.5
ENSMUSG00000004996	430.0	178.0	502.0	204.0	786.0	412.0
ENSMUSG00000025204	3279.0	2691.0	4202.0	5464.5	3415.0	2292.0
ENSMUSG00000026201	844.0	225.0	1318.5	1366.5	484.5	491.5
ENSMUSG00000033964	787.0	1634.0	665.5	1569.5	1215.0	1110.5
ENSMUSG00000036223	488.0	191.0	819.5	180.0	492.0	135.0
ENSMUSG00000024617	64.0	1547.0	30.5	375.5	52.5	168.5
ENSMUSG00000025077	419.0	181.0	472.0	188.0	431.0	262.5
ENSMUSG00000022849	2278.0	158.0	1262.0	115.5	1403.5	430.5
ENSMUSG00000021367	22.0	546.0	20.5	6.0	117.0	547.5
ENSMUSG00000006442	4147.0	389.0	5845.0	1226.0	5899.0	2801.0
ENSMUSG00000042675	453.0	2218.0	622.5	451.5	182.5	266.5
ENSMUSG00000028563	184.0	592.0	545.0	1054.5	228.0	326.5
ENSMUSG00000058325	1780.0	3761.0	800.0	262.0	1621.5	2392.5
ENSMUSG00000024078	1343.0	283.0	1629.5	299.5	1322.5	533.0
ENSMUSG00000022421	306.0	502.0	392.5	605.5	697.5	126.0
ENSMUSG00000034898	3.0	2051.0	19.5	301.0	3.5	75.0
ENSMUSG00000034487	197.0	1228.0	523.5	125.0	97.5	387.5
ENSMUSG00000101776	2296.0	431.0	6652.0	1278.0	2226.5	2089.0
ENSMUSG00000024695	2891.0	3680.0	3781.0	5896.5	4105.0	4264.5
ENSMUSG00000005057	16.0	24.0	101.5	524.0	10.5	24.0
ENSMUSG00000029684	2358.0	2708.0	1909.5	1667.5	2822.5	2766.0
ENSMUSG00000036565	839.0	2994.0	1930.0	5939.5	519.0	2713.0
ENSMUSG00000090946	146.0	284.0	295.0	494.0	206.5	315.5
ENSMUSG00000017716	2956.0	1658.0	3264.5	941.0	2778.0	1822.5
ENSMUSG00000031530	416.0	4974.0	1226.0	4083.0	752.0	751.5
ENSMUSG00000026442	151.0	29.0	632.5	3668.0	301.5	67.5
ENSMUSG00000039263	896.0	413.0	658.5	148.5	643.5	657.5
ENSMUSG00000020397	659.0	590.0	1597.0	701.0	585.5	427.5
ENSMUSG00000033931	973.0	349.0	1218.0	618.0	1630.0	707.5
ENSMUSG00000030592	673.0	80.0	70.0	21.0	368.5	72.0
ENSMUSG00000044345	559.0	1228.0	533.0	71.5	180.0	803.0
ENSMUSG00000095139	1.0	12.0	53.5	2193.5	17.0	20.0
ENSMUSG00000056888	64.0	49.0	96.5	55.5	31.5	1432.0
ENSMUSG00000042249	220.0	1258.0	87.0	69.0	110.0	182.5
ENSMUSG00000033983	1457.0	464.0	853.5	382.5	1360.0	369.5
ENSMUSG00000035529	1326.0	721.0	1057.5	1457.0	1748.0	1361.5
ENSMUSG00000022912	1833.0	994.0	193.0	109.5	852.0	2549.0
ENSMUSG00000019802	1277.0	3601.0	871.0	2102.5	814.5	1991.5
ENSMUSG00000028626	477.0	4303.0	36.0	20.5	28.5	33.5
ENSMUSG00000054027	581.0	161.0	263.0	1197.5	453.0	1251.5
ENSMUSG00000072568	108.0	1883.0	349.0	87.0	80.5	622.0
ENSMUSG00000048015	18.0	0.0	307.5	1396.0	10.0	39.5
ENSMUSG00000002944	0.0	1720.0	0.0	63.5	83.5	232.0
ENSMUSG00000035798	326.0	993.0	293.5	1334.0	282.5	541.5
ENSMUSG00000001729	1283.0	5081.0	2052.5	6411.5	1321.5	5115.0
ENSMUSG00000096740	703.0	63.0	2358.0	510.5	659.5	197.0
ENSMUSG00000021037	5270.0	1247.0	5209.5	2621.5	4395.5	2084.0
ENSMUSG00000027932	151.0	251.0	532.0	243.5	270.5	1528.0
ENSMUSG00000029169	9172.0	5969.0	13111.5	9997.5	10567.0	9401.0
ENSMUSG00000020368	18761.0	35409.0	20153.5	14596.5	26394.0	45563.0
ENSMUSG00000028164	3667.0	317.0	184.5	34.0	2673.0	580.5
ENSMUSG00000030982	2139.0	2169.0	1491.5	2309.5	1330.0	1750.0
ENSMUSG00000072763	302.0	192.0	432.5	189.5	354.0	181.5
ENSMUSG00000033792	559.0	1409.0	253.5	313.0	385.5	1644.5
ENSMUSG00000021559	1312.0	3922.0	1981.5	2145.5	960.5	3673.0
ENSMUSG00000067916	722.0	195.0	3294.0	189.0	1227.5	352.0
ENSMUSG00000087658	4.0	21.0	219.5	2926.0	6.0	50.5
ENSMUSG00000029060	1917.0	936.0	237.5	322.0	1077.5	451.5
ENSMUSG00000049076	1940.0	2466.0	523.5	492.0	1851.0	1632.0
ENSMUSG00000004945	910.0	1166.0	1926.5	2496.0	613.5	535.0
ENSMUSG00000022139	697.0	3381.0	323.5	516.0	456.0	4392.5
ENSMUSG00000020687	2225.0	3098.0	2449.0	2752.5	1778.0	2909.0
ENSMUSG00000033454	372.0	329.0	464.5	261.0	373.5	987.0
ENSMUSG00000007783	696.0	1739.0	1026.5	714.0	914.5	3149.0
ENSMUSG00000014748	1173.0	1861.0	2249.0	992.0	1392.0	1594.0
ENSMUSG00000047141	908.0	1064.0	666.0	679.0	1701.0	900.0
ENSMUSG00000095339	423.0	23.0	52.5	0.0	229.0	255.5
ENSMUSG00000015937	2738.0	2781.0	1235.0	8014.5	3328.5	3030.0
ENSMUSG00000030934	657.0	2390.0	2822.5	1105.0	744.0	3635.0
ENSMUSG00000038065	298.0	555.0	83.5	1796.0	121.5	55.0
ENSMUSG00000029844	49.0	306.0	1531.0	2152.0	46.0	329.0
ENSMUSG00000031024	453.0	1749.0	459.5	1273.5	338.5	2121.0
ENSMUSG00000004394	639.0	3348.0	736.5	1924.5	631.5	1524.5
ENSMUSG00000018659	793.0	803.0	628.0	163.5	474.0	424.5
ENSMUSG00000024158	689.0	225.0	641.5	371.5	546.0	205.5
ENSMUSG00000027273	27.0	76.0	78.0	2917.5	25.0	7.0
ENSMUSG00000020608	3204.0	2491.0	3057.0	2703.5	2662.0	2598.0
ENSMUSG00000027878	683.0	1645.0	1128.5	1112.5	946.0	3497.0
ENSMUSG00000002767	2496.0	748.0	1888.0	791.5	2385.0	1175.5
ENSMUSG00000030759	2733.0	1463.0	2704.0	2981.0	2863.5	2391.0
ENSMUSG00000024926	1114.0	791.0	1187.5	1460.5	1012.5	804.5
ENSMUSG00000039137	319.0	127.0	248.0	749.5	170.0	426.0
ENSMUSG00000024008	267.0	540.0	151.0	277.5	268.5	24.5
ENSMUSG00000059669	465.0	354.0	724.5	354.0	397.0	228.5
ENSMUSG00000027193	6458.0	2965.0	4095.5	3592.5	6762.0	4211.0
ENSMUSG00000022634	98.0	1212.0	691.0	1708.0	158.0	858.0
ENSMUSG00000002825	1079.0	118.0	1452.0	387.0	1065.0	560.5
ENSMUSG00000022946	819.0	241.0	595.0	889.0	677.5	292.0
ENSMUSG00000032492	95.0	2469.0	57.5	798.5	18.0	6584.5
ENSMUSG00000029016	1909.0	1206.0	708.5	2556.0	1372.5	1527.0
ENSMUSG00000007603	1616.0	327.0	1207.5	535.0	1361.5	902.5
ENSMUSG00000085438	2724.0	5660.0	2395.0	5165.5	1413.5	3056.0
ENSMUSG00000058070	56.0	674.0	776.5	3980.5	94.5	327.5
ENSMUSG00000039361	5064.0	8453.0	3355.5	5008.5	6194.5	9691.5
ENSMUSG00000062093	377.0	12.0	102.0	34.0	163.5	34.0
ENSMUSG00000038417	2163.0	776.0	757.5	980.0	933.5	197.5
ENSMUSG00000039478	632.0	531.0	657.0	1154.0	822.0	571.5
ENSMUSG00000028098	1161.0	767.0	1345.5	1343.5	1000.5	829.0
ENSMUSG00000035064	611.0	1888.0	227.5	319.5	231.0	156.0
ENSMUSG00000035828	8110.0	3630.0	650.5	401.0	6380.0	1444.5
ENSMUSG00000029366	1097.0	952.0	1316.0	1823.5	1867.5	1048.0
ENSMUSG00000050471	432.0	101.0	1247.5	1046.0	509.0	287.5
ENSMUSG00000022074	633.0	1127.0	1175.5	186.5	1148.0	3693.0
ENSMUSG00000025868	1122.0	1133.0	1742.5	1675.5	850.0	519.0
ENSMUSG00000008090	263.0	2909.0	169.0	416.0	186.0	740.5
ENSMUSG00000000441	3974.0	2418.0	3696.0	5592.5	4185.5	3719.0
ENSMUSG00000070372	4047.0	6137.0	5839.5	7670.0	4589.5	5149.5
ENSMUSG00000031740	289.0	8438.0	564.0	125.0	308.5	2539.5
ENSMUSG00000020974	858.0	120.0	1351.5	163.0	695.5	235.0
ENSMUSG00000037262	283.0	209.0	490.0	461.0	363.5	348.5
ENSMUSG00000014551	1248.0	735.0	1400.0	1020.5	1063.5	700.5
ENSMUSG00000042870	613.0	466.0	230.5	167.5	508.5	242.5
ENSMUSG00000028080	2047.0	798.0	1298.5	641.0	2004.0	1748.5
ENSMUSG00000038604	418.0	2987.0	299.0	780.0	991.0	2276.5
ENSMUSG00000021650	723.0	698.0	1352.0	656.0	967.5	359.5
ENSMUSG00000022437	7334.0	2792.0	4564.5	1592.0	5748.0	3623.0
ENSMUSG00000045751	2569.0	801.0	2805.5	716.5	2493.0	1703.0
ENSMUSG00000030512	3810.0	964.0	2652.5	1146.0	3612.0	2038.5
ENSMUSG00000064043	414.0	1432.0	704.5	492.5	393.0	1064.0
ENSMUSG00000045103	2424.0	808.0	1086.0	566.5	1682.0	976.0
ENSMUSG00000035842	1673.0	246.0	557.5	119.5	946.5	321.0
ENSMUSG00000024873	24.0	75.0	1005.5	2973.0	29.0	43.0
ENSMUSG00000002064	599.0	1562.0	1168.5	1116.0	608.5	1190.5
ENSMUSG00000019960	1109.0	5017.0	1979.0	896.0	1374.5	2697.0
ENSMUSG00000055041	622.0	234.0	715.5	207.0	401.0	146.0
ENSMUSG00000079402	105.0	302.0	115.0	588.5	126.5	272.0
ENSMUSG00000041736	273.0	520.0	264.0	33.0	211.0	62.5
ENSMUSG00000024841	1971.0	1128.0	1972.5	1564.0	2298.0	1149.0
ENSMUSG00000030766	1041.0	711.0	739.0	514.5	875.0	2457.5
ENSMUSG00000041997	3642.0	3622.0	1890.0	1280.0	4094.5	3328.5
ENSMUSG00000060206	3270.0	3251.0	1571.5	3112.0	3220.0	4300.0
ENSMUSG00000020515	3859.0	2223.0	2083.5	2054.5	2524.0	1802.5
