ensg	ivd ESCs (cardio)	ivd cardiomyocytes	ivd ESCs (mneu)	ivd motor neurons	ivd ESCs (ra)	ivd retinoic acid
ENSMUSG00000042203	931.0	866.0	888.0	940.0	1009.5	915.0
ENSMUSG00000029310	792.0	1225.0	1427.5	1388.0	1037.0	534.5
ENSMUSG00000022682	7193.0	1443.0	5743.0	5699.5	9355.0	3846.5
ENSMUSG00000020978	1108.0	2799.0	3086.0	6038.0	909.5	2181.5
ENSMUSG00000079157	3.0	32.0	46.5	1439.5	3.0	36.5
ENSMUSG00000035764	694.0	818.0	377.0	783.5	939.0	599.0
ENSMUSG00000042660	1234.0	489.0	1441.0	337.0	1374.0	511.0
ENSMUSG00000021519	635.0	809.0	983.0	625.0	753.0	481.0
ENSMUSG00000030471	994.0	704.0	1477.5	716.5	906.0	843.0
ENSMUSG00000023243	1229.0	248.0	296.5	58.5	893.5	560.5
ENSMUSG00000078903	685.0	357.0	303.0	304.5	573.5	301.0
ENSMUSG00000041915	1018.0	1316.0	778.0	1158.0	948.5	2121.5
ENSMUSG00000005958	1337.0	2620.0	150.5	389.5	1623.0	2544.5
ENSMUSG00000056153	930.0	2359.0	1368.0	1312.0	1246.5	1150.0
ENSMUSG00000040435	2022.0	948.0	915.0	323.0	3180.0	4192.0
ENSMUSG00000028718	798.0	736.0	504.0	333.0	666.5	1627.5
ENSMUSG00000039367	3775.0	6815.0	2623.5	2953.0	3810.5	6088.5
ENSMUSG00000017491	19.0	475.0	81.0	4167.0	4.5	728.5
ENSMUSG00000078515	2302.0	2521.0	1871.0	1552.0	4336.0	3088.0
ENSMUSG00000026610	3.0	1351.0	19.0	546.0	5.0	11.5
ENSMUSG00000048410	541.0	386.0	522.0	581.0	566.0	918.0
ENSMUSG00000073639	2748.0	3569.0	1390.0	2684.5	2035.0	2349.5
ENSMUSG00000030649	1229.0	360.0	2396.0	1288.5	1399.5	693.5
ENSMUSG00000022914	5787.0	2497.0	1148.5	4314.0	4319.0	4299.5
ENSMUSG00000014769	6876.0	5187.0	11175.5	11383.0	5644.0	5186.5
ENSMUSG00000079316	544.0	734.0	1148.5	406.5	796.0	387.5
ENSMUSG00000078901	1.0	1.0	382.5	245.0	377.0	1.0
ENSMUSG00000095280	99.0	34.0	102.5	19.0	131.5	2.0
ENSMUSG00000001767	1494.0	408.0	1376.5	761.0	1777.0	837.0
ENSMUSG00000030878	416.0	176.0	888.0	879.0	879.0	1690.0
ENSMUSG00000027646	1468.0	2067.0	1203.0	1473.5	1595.0	3064.0
ENSMUSG00000078899	4394.0	1783.0	5079.0	2346.5	3774.5	1510.0
ENSMUSG00000023845	1525.0	3158.0	603.5	593.0	1453.5	1438.5
ENSMUSG00000063787	1206.0	906.0	3991.5	1796.5	764.0	551.5
ENSMUSG00000040715	251.0	144.0	237.5	56.5	372.5	51.0
ENSMUSG00000028898	622.0	563.0	1739.5	765.0	736.0	400.5
ENSMUSG00000021514	452.0	678.0	337.0	231.0	257.5	227.5
ENSMUSG00000037815	49281.0	15543.0	9632.0	4616.5	18761.0	24995.0
ENSMUSG00000026511	1366.0	1041.0	3174.0	2248.5	2099.5	1916.0
ENSMUSG00000029267	14943.0	3008.0	5314.0	3652.0	8928.5	2918.0
ENSMUSG00000041235	1148.0	3102.0	3072.5	4133.0	1048.0	3210.5
ENSMUSG00000038495	1152.0	1991.0	894.5	499.5	866.0	1977.0
ENSMUSG00000026755	884.0	601.0	2637.5	1497.5	1434.5	963.0
ENSMUSG00000028970	954.0	62.0	822.5	18.5	1115.0	1088.0
ENSMUSG00000030469	156.0	266.0	685.5	455.5	170.5	156.0
ENSMUSG00000022848	513.0	499.0	557.5	1013.0	787.0	827.5
ENSMUSG00000025733	1860.0	1451.0	1354.0	786.0	1347.0	1034.5
ENSMUSG00000031508	1457.0	561.0	1485.0	2096.5	4707.0	1247.0
ENSMUSG00000034432	1401.0	1693.0	2958.5	3062.5	2262.5	1893.5
ENSMUSG00000024232	129.0	7211.0	395.5	78.0	373.0	310.0
ENSMUSG00000051451	1156.0	1860.0	791.5	1511.0	1905.5	1598.5
ENSMUSG00000024312	2270.0	251.0	3004.5	379.0	3164.0	990.0
ENSMUSG00000010755	7609.0	960.0	3178.0	1635.5	3165.0	1593.0
ENSMUSG00000029386	307.0	280.0	347.5	646.5	324.5	228.5
ENSMUSG00000079450	233.0	242.0	109.0	455.0	278.5	329.0
ENSMUSG00000018196	385.0	172.0	623.0	556.5	466.5	294.5
ENSMUSG00000020273	1443.0	793.0	1174.5	1348.0	917.5	802.0
ENSMUSG00000021806	9926.0	13983.0	1092.0	45.0	17003.0	29559.0
ENSMUSG00000030284	289.0	677.0	148.0	581.5	219.5	205.5
ENSMUSG00000023886	2.0	276.0	20.5	10.0	20.5	1438.5
ENSMUSG00000037035	2457.0	4.0	1.0	26.5	236.5	5.5
ENSMUSG00000041782	79.0	29.0	249.5	5.0	428.0	158.5
ENSMUSG00000021814	3301.0	1234.0	2081.5	71.5	2703.0	1426.5
ENSMUSG00000057143	72.0	469.0	436.5	97.5	99.0	146.5
ENSMUSG00000027423	12282.0	6894.0	10942.0	2664.0	11717.0	7071.0
ENSMUSG00000035365	662.0	485.0	706.5	137.5	504.0	564.5
ENSMUSG00000025789	2.0	209.0	139.0	1877.0	6.0	85.0
ENSMUSG00000031885	933.0	1749.0	1818.0	1978.0	1774.0	1887.5
ENSMUSG00000060572	3.0	1438.0	74.5	576.0	12.0	84.5
ENSMUSG00000036501	887.0	405.0	581.0	704.0	821.0	1493.0
ENSMUSG00000042105	555.0	670.0	1074.0	6096.0	732.5	829.5
ENSMUSG00000078789	334.0	186.0	782.0	178.0	434.0	185.5
ENSMUSG00000024423	4283.0	2045.0	5314.5	2371.5	3816.0	4662.5
ENSMUSG00000039741	2278.0	2457.0	1475.0	1370.5	403.5	657.5
ENSMUSG00000033364	2321.0	1210.0	1580.0	789.5	3362.0	1553.5
ENSMUSG00000000563	11947.0	8536.0	12871.0	14428.5	10384.5	8050.5
ENSMUSG00000033788	182.0	1440.0	79.5	60.5	364.5	639.0
ENSMUSG00000030815	352.0	547.0	555.5	1029.0	844.5	658.0
ENSMUSG00000034998	1545.0	504.0	467.0	217.0	2339.0	1356.5
ENSMUSG00000034295	904.0	5675.0	219.5	628.5	405.5	712.5
ENSMUSG00000070643	333.0	422.0	2455.0	1142.0	742.5	1028.0
ENSMUSG00000071708	1891.0	1643.0	3202.5	3980.5	2386.5	1198.5
ENSMUSG00000017721	2669.0	2270.0	1497.0	2149.5	2043.0	2494.5
ENSMUSG00000027298	2913.0	1014.0	3059.5	822.5	1964.0	4434.0
ENSMUSG00000050150	386.0	36.0	312.0	47.0	459.5	221.5
ENSMUSG00000047045	375.0	2408.0	1240.5	2358.5	171.5	1072.0
ENSMUSG00000033294	2698.0	515.0	2776.5	484.5	2936.5	1225.5
ENSMUSG00000051177	84.0	449.0	87.5	350.5	49.5	199.0
ENSMUSG00000024268	170.0	55.0	346.0	1831.0	125.0	35.0
ENSMUSG00000068479	1534.0	1472.0	2512.0	2480.0	1515.0	1037.0
ENSMUSG00000040250	1576.0	908.0	3462.5	1666.5	2593.0	1706.0
ENSMUSG00000033773	490.0	511.0	585.5	267.0	426.0	240.0
ENSMUSG00000058258	1372.0	1382.0	4943.5	3705.5	2135.0	1252.5
ENSMUSG00000030518	55.0	23.0	67.5	1698.5	10.0	57.5
ENSMUSG00000038633	1982.0	3801.0	3216.5	901.0	2927.5	2987.0
ENSMUSG00000020037	23.0	1.0	226.0	2057.5	28.5	25.0
ENSMUSG00000029171	661.0	383.0	309.5	221.5	911.0	930.0
ENSMUSG00000030220	112.0	576.0	75.0	2.5	121.0	190.5
ENSMUSG00000027332	1462.0	627.0	778.5	1222.5	606.0	372.5
ENSMUSG00000075706	12543.0	4707.0	9482.5	7051.0	10479.0	5399.5
ENSMUSG00000015961	4964.0	1589.0	5848.5	3106.0	4327.0	3368.0
ENSMUSG00000048787	393.0	298.0	314.5	461.5	713.5	538.0
ENSMUSG00000097023	30.0	0.0	42.5	1348.0	16.0	2.0
ENSMUSG00000020283	2058.0	1610.0	2144.5	1613.5	1550.0	1162.5
ENSMUSG00000028729	4569.0	910.0	5983.0	1629.0	4135.0	1704.5
ENSMUSG00000024906	420.0	346.0	343.5	445.0	226.0	289.5
ENSMUSG00000026319	1582.0	783.0	1220.5	1847.5	1759.5	1704.5
ENSMUSG00000024163	1015.0	5341.0	846.5	3855.5	1625.5	2332.5
ENSMUSG00000096054	89.0	259.0	103.5	230.5	119.0	565.0
ENSMUSG00000044702	638.0	137.0	380.5	87.0	418.5	167.5
ENSMUSG00000048058	992.0	928.0	851.0	2591.0	719.0	734.0
ENSMUSG00000038383	361.0	822.0	621.0	692.0	333.5	487.0
ENSMUSG00000030760	278.0	341.0	592.5	241.5	212.5	284.5
ENSMUSG00000040351	617.0	505.0	356.0	849.0	915.5	1167.0
ENSMUSG00000041298	133.0	758.0	104.0	439.5	67.0	133.0
ENSMUSG00000070520	579.0	259.0	732.0	2494.5	613.0	535.5
ENSMUSG00000019461	269.0	894.0	243.0	704.5	197.5	971.0
ENSMUSG00000041355	7724.0	3788.0	9792.0	5008.0	4345.0	4622.0
ENSMUSG00000049717	333.0	129.0	346.5	462.5	385.5	271.0
ENSMUSG00000068566	2693.0	5256.0	2076.0	377.5	3419.5	4395.5
ENSMUSG00000013766	352.0	2.0	1.0	1.0	332.5	0.0
ENSMUSG00000038692	3.0	655.0	26.0	3648.0	1.0	140.5
ENSMUSG00000020776	602.0	877.0	737.0	1575.0	360.5	905.0
ENSMUSG00000030314	275.0	566.0	334.0	471.5	382.0	583.0
ENSMUSG00000036667	240.0	3142.0	906.5	9670.0	177.5	1869.5
ENSMUSG00000040797	3.0	1.0	15.0	751.0	3.5	1.5
ENSMUSG00000021948	539.0	988.0	573.5	176.5	659.0	1591.0
ENSMUSG00000038506	221.0	166.0	470.0	717.5	352.0	304.0
ENSMUSG00000018698	0.0	2.0	10.0	767.5	1.0	7.0
ENSMUSG00000029207	429.0	536.0	320.5	811.5	545.0	1385.5
ENSMUSG00000029513	639.0	523.0	1204.0	679.0	1408.0	1277.0
ENSMUSG00000030929	584.0	426.0	810.5	415.5	437.5	366.0
ENSMUSG00000020287	305.0	190.0	657.5	187.0	297.0	236.0
ENSMUSG00000040548	744.0	633.0	242.5	519.0	775.0	743.5
ENSMUSG00000089756	486.0	325.0	634.5	313.5	743.5	308.0
ENSMUSG00000040254	129.0	270.0	170.0	1993.0	110.5	650.5
ENSMUSG00000001847	3348.0	9375.0	4626.5	6141.5	4384.0	6505.0
ENSMUSG00000028519	332.0	75.0	752.5	2874.0	244.5	133.0
ENSMUSG00000022407	3085.0	825.0	4374.5	1221.5	3507.5	1402.0
ENSMUSG00000008690	6072.0	7265.0	4903.5	3454.5	5390.5	5200.0
ENSMUSG00000073468	493.0	101.0	498.0	355.0	636.0	500.5
ENSMUSG00000040818	1312.0	1738.0	1230.5	925.5	845.5	1011.5
ENSMUSG00000027424	1232.0	292.0	1075.0	94.0	710.5	196.0
ENSMUSG00000024236	817.0	4984.0	204.5	150.5	404.5	652.0
ENSMUSG00000022200	2005.0	2105.0	2062.0	2119.0	2088.5	2610.5
ENSMUSG00000096433	785.0	705.0	1095.5	984.5	918.5	670.5
ENSMUSG00000052429	8550.0	5390.0	9345.0	8429.5	9355.0	8261.0
ENSMUSG00000056228	529.0	85.0	853.5	266.0	805.0	270.0
ENSMUSG00000028757	5074.0	5937.0	5014.5	3922.0	4472.5	8827.0
ENSMUSG00000036820	883.0	147.0	352.0	228.5	348.5	617.0
ENSMUSG00000028438	389.0	143.0	363.5	199.5	226.5	304.0
ENSMUSG00000001632	1467.0	498.0	1186.0	1034.5	1811.5	1733.0
ENSMUSG00000018765	5082.0	4748.0	2766.0	2881.5	4257.5	3595.0
ENSMUSG00000031391	120.0	27.0	82.5	6186.5	94.5	38.5
ENSMUSG00000028992	229.0	198.0	1087.0	189.0	376.5	238.5
ENSMUSG00000041974	1138.0	1194.0	924.0	400.5	970.0	411.0
ENSMUSG00000061461	225.0	892.0	391.5	248.5	214.5	138.0
ENSMUSG00000042331	277.0	742.0	219.0	700.5	194.5	1134.5
ENSMUSG00000079008	321.0	54.0	474.5	13.0	461.5	145.5
ENSMUSG00000041351	536.0	48.0	414.5	161.5	274.0	1979.0
ENSMUSG00000045763	1630.0	827.0	7235.0	49710.0	1493.0	5912.5
ENSMUSG00000002341	58.0	15.0	279.5	4148.5	290.0	48.0
ENSMUSG00000057409	573.0	569.0	533.0	404.5	566.0	431.0
ENSMUSG00000037275	3788.0	1229.0	4136.5	862.5	3153.5	1758.0
ENSMUSG00000005836	148.0	7193.0	36.5	31.0	76.5	5079.5
ENSMUSG00000047030	1032.0	256.0	695.5	754.5	1611.0	893.5
ENSMUSG00000002763	752.0	1066.0	726.0	855.0	632.5	995.0
ENSMUSG00000037509	148.0	494.0	579.5	1851.5	93.5	103.5
ENSMUSG00000025580	5144.0	1959.0	4680.0	3319.0	7655.5	5298.5
ENSMUSG00000050310	1589.0	1744.0	646.0	915.0	2528.0	2289.5
ENSMUSG00000026618	2869.0	2172.0	1787.5	935.5	3464.0	2420.5
ENSMUSG00000084844	0.0	81.0	99.0	1615.0	0.0	45.5
ENSMUSG00000039735	4300.0	3177.0	2218.5	11343.0	3106.0	3822.5
ENSMUSG00000005774	362.0	173.0	338.0	197.0	231.0	295.0
ENSMUSG00000020973	440.0	303.0	967.5	327.5	540.0	427.0
ENSMUSG00000032997	541.0	435.0	1004.5	1545.5	1567.5	1447.5
ENSMUSG00000075588	0.0	539.0	676.5	5025.5	0.5	217.0
ENSMUSG00000025937	1748.0	450.0	1385.5	235.5	995.5	457.0
ENSMUSG00000104303	342.0	79.0	310.0	280.0	589.0	336.0
ENSMUSG00000057440	733.0	496.0	428.0	321.0	574.5	606.5
ENSMUSG00000022883	1291.0	1931.0	499.5	2814.0	999.5	4736.0
ENSMUSG00000022971	217.0	567.0	218.5	271.5	276.5	489.5
ENSMUSG00000025857	1323.0	452.0	1048.5	227.5	1299.0	783.0
ENSMUSG00000052512	303.0	1667.0	1180.0	420.5	685.0	1194.5
ENSMUSG00000002546	1295.0	3186.0	484.5	1065.5	1462.5	2772.0
ENSMUSG00000067787	710.0	945.0	532.5	2085.0	556.0	716.0
ENSMUSG00000030846	2774.0	2027.0	2893.5	2564.0	2480.0	2326.5
ENSMUSG00000048763	1.0	234.0	64.5	5238.0	1.0	147.0
ENSMUSG00000103672	279.0	402.0	334.0	327.0	389.0	314.5
ENSMUSG00000039599	287.0	367.0	537.0	788.0	208.5	324.5
ENSMUSG00000019579	1203.0	1051.0	2442.5	1783.5	1230.5	2298.5
ENSMUSG00000038150	789.0	1322.0	465.5	1353.5	873.5	926.0
ENSMUSG00000031451	341.0	569.0	131.0	33.0	484.5	1813.0
ENSMUSG00000009470	8732.0	12282.0	8158.0	8944.5	10659.0	29604.0
ENSMUSG00000023456	5947.0	25026.0	7772.5	4691.0	9350.5	9654.0
ENSMUSG00000038793	3810.0	9.0	2668.5	1.0	579.0	127.0
ENSMUSG00000027459	156.0	355.0	187.5	577.0	130.0	189.5
ENSMUSG00000043154	234.0	2304.0	294.5	1554.0	214.0	476.0
ENSMUSG00000061666	55.0	288.0	147.5	2322.5	53.0	189.5
ENSMUSG00000000355	894.0	695.0	1534.0	1687.5	886.5	828.5
ENSMUSG00000051703	13.0	11.0	19.0	931.0	116.0	15.0
ENSMUSG00000000384	3551.0	469.0	4851.0	948.0	6078.0	2353.0
ENSMUSG00000029033	316.0	228.0	508.5	2317.5	494.5	543.5
ENSMUSG00000078134	4.0	9.0	9.5	31.5	984.5	221.5
ENSMUSG00000027680	13040.0	14007.0	7113.5	3215.5	10567.0	7292.0
ENSMUSG00000002778	1327.0	5297.0	1602.5	2227.0	1080.5	2052.5
ENSMUSG00000025439	3433.0	1313.0	5426.0	3194.0	3758.5	2615.0
ENSMUSG00000038268	468.0	177.0	739.5	414.0	395.0	270.5
ENSMUSG00000006705	560.0	715.0	328.5	912.0	566.0	384.0
ENSMUSG00000062078	6045.0	35551.0	4237.0	12839.0	7661.0	10509.5
ENSMUSG00000028756	439.0	1718.0	284.0	1762.0	332.5	229.0
ENSMUSG00000059278	719.0	315.0	2178.0	676.0	891.0	540.0
ENSMUSG00000033152	22.0	268.0	37.0	4915.5	25.0	64.5
ENSMUSG00000067931	595.0	850.0	1084.5	859.5	543.0	1289.0
ENSMUSG00000046668	1273.0	3344.0	1231.5	1257.0	907.5	1222.5
ENSMUSG00000002307	2348.0	807.0	2084.0	735.5	2793.5	1177.5
ENSMUSG00000028541	297.0	386.0	775.5	1483.0	193.0	339.5
ENSMUSG00000045377	108.0	484.0	544.5	13.0	146.5	249.5
ENSMUSG00000026701	6079.0	6931.0	17129.0	3887.0	4968.0	4544.0
ENSMUSG00000022241	6498.0	1405.0	5279.5	3051.0	5246.5	4182.5
ENSMUSG00000067786	7.0	959.0	829.0	22580.5	262.0	2820.5
ENSMUSG00000074102	1883.0	912.0	2205.5	3260.5	2870.0	2411.5
ENSMUSG00000039879	473.0	1405.0	178.0	195.5	431.5	1349.0
ENSMUSG00000035455	2880.0	970.0	1845.0	580.0	1914.5	996.5
ENSMUSG00000035378	682.0	125.0	412.5	74.5	653.0	223.5
ENSMUSG00000019920	1200.0	3168.0	1587.5	1260.5	484.0	721.0
ENSMUSG00000033965	25.0	427.0	450.5	131.0	18.5	133.5
ENSMUSG00000020821	1740.0	4781.0	2455.5	925.5	1465.0	4310.5
ENSMUSG00000013698	99.0	2913.0	2333.5	7875.0	163.0	1484.0
ENSMUSG00000032238	89.0	1147.0	68.0	66.5	121.5	406.5
ENSMUSG00000006699	7517.0	10733.0	10511.0	18886.5	5164.0	11997.0
ENSMUSG00000033885	690.0	391.0	237.0	485.5	329.0	486.0
ENSMUSG00000006307	4634.0	3270.0	1755.0	1970.5	4356.5	3386.5
ENSMUSG00000025855	34.0	1309.0	28.5	3376.5	26.0	171.0
ENSMUSG00000037725	1755.0	1005.0	2971.0	974.5	3624.5	2470.0
ENSMUSG00000006418	2219.0	3851.0	2404.5	2962.0	2395.5	1822.0
ENSMUSG00000079487	1692.0	2725.0	1240.0	1245.0	1150.0	2534.0
ENSMUSG00000078894	506.0	111.0	965.5	201.5	662.5	230.0
ENSMUSG00000026427	2749.0	784.0	3456.5	819.5	2522.0	1369.5
ENSMUSG00000020840	3281.0	2682.0	3827.5	3653.0	2426.0	2760.5
ENSMUSG00000069806	1309.0	122.0	2394.0	1164.5	758.0	294.5
ENSMUSG00000030796	3980.0	6805.0	8576.5	4568.5	1740.5	4717.5
ENSMUSG00000067847	435.0	494.0	1801.5	1791.5	589.5	1277.5
ENSMUSG00000026694	611.0	357.0	959.5	444.5	1166.5	680.0
ENSMUSG00000022206	94.0	111.0	32.5	42.0	165.5	862.0
ENSMUSG00000054753	6659.0	90.0	106.0	4.0	5982.0	816.5
ENSMUSG00000048826	1258.0	186.0	383.5	31.0	1222.0	697.5
ENSMUSG00000022507	1114.0	857.0	688.5	1396.0	1087.5	1394.0
ENSMUSG00000040661	3402.0	2228.0	1334.5	1968.0	2174.0	2435.5
ENSMUSG00000030431	85.0	3.0	692.0	22.5	181.0	35.5
ENSMUSG00000033883	367.0	285.0	762.0	844.0	638.5	438.0
ENSMUSG00000039318	1955.0	2078.0	846.5	689.5	1559.5	2306.5
ENSMUSG00000022415	1932.0	50.0	576.5	188.0	935.0	91.5
ENSMUSG00000056671	180.0	579.0	96.0	16.5	514.0	83.5
ENSMUSG00000043463	41.0	78.0	53.5	537.0	37.5	117.0
ENSMUSG00000028849	677.0	3784.0	2735.0	5321.0	913.5	3769.5
ENSMUSG00000040629	786.0	37.0	804.5	30.0	1440.5	400.0
ENSMUSG00000029559	988.0	450.0	1275.5	919.5	412.0	305.5
ENSMUSG00000030615	804.0	386.0	2125.5	817.5	618.0	561.5
ENSMUSG00000027649	2116.0	1203.0	1724.0	1650.5	2177.0	1171.0
ENSMUSG00000029050	3736.0	3662.0	3061.5	1736.5	4122.5	4974.0
ENSMUSG00000054423	34.0	63.0	51.0	3478.5	17.5	41.5
ENSMUSG00000050552	536.0	403.0	1710.0	756.5	486.0	360.0
ENSMUSG00000028124	1991.0	190.0	7697.5	2763.0	2345.0	1068.5
ENSMUSG00000029208	1212.0	950.0	1288.0	1366.0	1016.5	919.5
ENSMUSG00000048027	122.0	191.0	312.0	1184.0	228.5	276.0
ENSMUSG00000038375	676.0	2875.0	439.5	8833.5	408.0	1436.5
ENSMUSG00000006818	4121.0	780.0	1630.5	1841.0	4422.5	809.0
ENSMUSG00000049550	344.0	2980.0	643.5	1801.0	282.5	1327.5
ENSMUSG00000026135	669.0	401.0	972.0	607.5	1371.0	910.0
ENSMUSG00000018541	544.0	409.0	525.0	523.5	813.0	469.5
ENSMUSG00000028101	944.0	363.0	526.0	217.5	376.5	586.5
ENSMUSG00000013275	1133.0	1418.0	283.5	140.0	1376.5	558.5
ENSMUSG00000069743	567.0	560.0	513.0	318.0	761.0	430.0
ENSMUSG00000010051	102.0	178.0	63.0	32.5	76.0	464.0
ENSMUSG00000026490	1142.0	1169.0	636.5	1747.5	736.5	1311.5
ENSMUSG00000025352	19.0	489.0	117.0	2639.0	14.5	286.0
ENSMUSG00000017493	49.0	15546.0	1329.5	1038.5	697.5	4468.0
ENSMUSG00000086784	845.0	168.0	147.0	145.0	501.5	87.5
ENSMUSG00000021670	2118.0	4057.0	3041.5	5980.5	3940.0	5873.5
ENSMUSG00000024132	470.0	573.0	1117.0	261.5	594.0	308.0
ENSMUSG00000057522	1373.0	2514.0	2022.0	3096.0	1659.0	1713.5
ENSMUSG00000020142	1288.0	229.0	1103.5	1147.5	407.5	806.5
ENSMUSG00000060166	793.0	1220.0	480.0	500.5	770.0	1775.0
ENSMUSG00000040717	1326.0	5391.0	3028.0	318.0	965.5	1039.0
ENSMUSG00000009621	576.0	509.0	1133.0	1665.5	591.5	1547.0
ENSMUSG00000049916	776.0	185.0	757.5	1010.5	660.0	185.5
ENSMUSG00000074731	296.0	90.0	725.0	99.5	464.0	158.0
ENSMUSG00000042821	48.0	1251.0	64.0	2.0	225.0	983.5
ENSMUSG00000038335	4514.0	841.0	4620.5	1341.0	7418.0	3940.0
ENSMUSG00000030304	1839.0	1438.0	2910.5	3054.5	2165.5	3631.0
ENSMUSG00000034269	8035.0	21711.0	7247.5	4598.0	7473.0	12809.0
ENSMUSG00000042595	512.0	1673.0	727.5	854.0	763.0	1284.0
ENSMUSG00000029440	433.0	489.0	704.5	494.0	689.0	519.5
ENSMUSG00000055943	741.0	979.0	1070.0	768.0	699.5	1088.0
ENSMUSG00000003070	116.0	349.0	274.0	911.0	78.5	103.0
ENSMUSG00000042148	776.0	315.0	1261.5	636.5	902.0	524.5
ENSMUSG00000020917	11379.0	7352.0	8287.0	13117.5	9846.0	10325.5
ENSMUSG00000040007	351.0	1026.0	181.5	548.5	261.5	798.5
ENSMUSG00000029406	230.0	1373.0	685.5	491.5	266.5	1302.0
ENSMUSG00000026111	677.0	375.0	726.0	771.0	577.0	722.0
ENSMUSG00000025880	1991.0	2098.0	242.0	75.5	2495.0	2474.0
ENSMUSG00000035027	2310.0	1443.0	3218.5	3889.0	2684.5	2941.5
ENSMUSG00000031065	3407.0	4075.0	2483.0	5574.5	2846.0	2772.0
ENSMUSG00000032548	96.0	102.0	23.0	39.0	73.5	3815.5
ENSMUSG00000033740	2.0	5.0	82.5	1625.5	27.0	50.0
ENSMUSG00000027742	872.0	1031.0	618.0	687.5	742.5	476.5
ENSMUSG00000018830	15.0	101.0	16.5	7.0	14.0	1391.5
ENSMUSG00000042380	569.0	332.0	896.5	468.5	403.0	256.0
ENSMUSG00000025395	2041.0	557.0	2547.5	647.0	1181.5	505.5
ENSMUSG00000022403	12525.0	9128.0	9101.0	5950.5	12960.0	8299.0
ENSMUSG00000025427	1139.0	332.0	428.5	2540.5	404.0	1429.5
ENSMUSG00000027349	1170.0	843.0	2114.5	1657.5	1115.5	903.0
ENSMUSG00000024038	980.0	3506.0	2955.0	3077.5	2314.0	967.5
ENSMUSG00000026796	2921.0	5339.0	1073.5	583.0	3892.5	17976.0
ENSMUSG00000026240	1030.0	453.0	1491.0	2152.0	1047.5	686.0
ENSMUSG00000027996	143.0	656.0	1170.0	798.5	262.5	149.5
ENSMUSG00000040270	135.0	1436.0	168.0	2656.5	119.5	1045.5
ENSMUSG00000024287	2373.0	903.0	3774.5	2884.0	2328.5	1908.5
ENSMUSG00000041278	948.0	710.0	2002.0	1781.5	1284.5	769.5
ENSMUSG00000026784	490.0	99.0	806.5	381.0	637.5	244.5
ENSMUSG00000033972	456.0	528.0	801.5	550.0	725.5	552.5
ENSMUSG00000073643	1717.0	2994.0	1306.0	1809.5	1146.0	1631.5
ENSMUSG00000060450	1436.0	1675.0	1576.0	4432.5	678.5	1542.0
ENSMUSG00000068735	1436.0	2785.0	2162.0	6978.0	1279.0	387.0
ENSMUSG00000047554	784.0	1091.0	1878.5	1460.5	1437.0	1062.0
ENSMUSG00000037656	3684.0	1232.0	3588.0	488.0	1981.0	1591.5
ENSMUSG00000041881	4168.0	2188.0	8358.0	5692.0	4544.0	1583.5
ENSMUSG00000024142	713.0	760.0	567.5	783.0	875.5	379.0
ENSMUSG00000030245	1233.0	1064.0	1924.0	1381.5	1887.5	2014.5
ENSMUSG00000031351	293.0	161.0	388.0	20.0	265.0	251.0
ENSMUSG00000031799	1688.0	7624.0	3823.5	5584.0	1976.0	11823.5
ENSMUSG00000056724	383.0	91.0	310.5	117.5	524.5	139.0
ENSMUSG00000027242	1722.0	458.0	912.5	325.5	904.0	332.0
ENSMUSG00000069601	620.0	11965.0	572.5	10378.5	229.0	240.5
ENSMUSG00000026185	2.0	49294.0	208.5	10127.0	92.5	1997.0
ENSMUSG00000026355	8721.0	3072.0	8473.0	3280.0	8566.0	4020.0
ENSMUSG00000039660	1838.0	636.0	1106.0	621.0	1228.0	438.0
ENSMUSG00000020231	420.0	1273.0	125.5	589.0	279.0	942.5
ENSMUSG00000047539	926.0	732.0	669.5	1079.0	852.0	864.5
ENSMUSG00000012114	1504.0	1004.0	1130.5	841.0	1467.5	2465.5
ENSMUSG00000019173	2451.0	2092.0	2929.5	4723.0	2480.0	3507.0
ENSMUSG00000073563	1327.0	2151.0	1735.0	2932.5	1319.5	2026.0
ENSMUSG00000067825	249.0	265.0	129.5	386.0	284.0	377.5
ENSMUSG00000062901	2105.0	9168.0	1043.5	2484.0	1392.0	1183.0
ENSMUSG00000007777	305.0	182.0	836.5	370.0	178.5	120.5
ENSMUSG00000057716	20.0	4.0	36.5	945.5	17.0	9.0
ENSMUSG00000005949	443.0	447.0	461.0	495.5	383.5	1727.0
ENSMUSG00000027618	1170.0	669.0	1044.5	406.0	962.5	626.0
ENSMUSG00000001383	2882.0	1884.0	4012.0	3735.5	1897.5	1347.0
ENSMUSG00000001100	3506.0	2292.0	2405.5	2566.5	3079.5	1409.0
ENSMUSG00000016520	338.0	396.0	314.5	125.5	366.5	455.0
ENSMUSG00000078453	206.0	807.0	1131.5	1015.5	418.5	1054.5
ENSMUSG00000062184	43.0	448.0	386.0	433.5	54.5	1521.0
ENSMUSG00000031103	149.0	1726.0	32.5	42.0	230.0	559.5
ENSMUSG00000060860	11362.0	4850.0	10539.5	5913.0	8967.0	4063.5
ENSMUSG00000067928	912.0	1002.0	800.5	984.5	633.0	544.0
ENSMUSG00000030530	700.0	8311.0	631.5	365.5	544.5	2813.0
ENSMUSG00000022945	1960.0	387.0	3101.0	731.5	1704.0	739.5
ENSMUSG00000061524	249.0	12.0	2559.5	8.5	1774.0	178.0
